代码,简称,时间,周单位净值(元)
159901.OF,深100ETF,2007-08-31,5.4530
159902.OF,中小100,2007-08-31,2.8060
160706.OF,嘉实300,2007-08-31,1.3170
161607.OF,融通巨潮,2007-08-31,1.7740
510050.OF,50ETF,2007-08-31,4.0660
510180.OF,180ETF,2007-08-31,11.7400
510880.OF,红利ETF,2007-08-31,4.5370
159901.OF,深100ETF,2007-09-07,5.4260
159902.OF,中小100,2007-09-07,2.7390
160706.OF,嘉实300,2007-09-07,1.3150
161607.OF,融通巨潮,2007-09-07,1.7620
510050.OF,50ETF,2007-09-07,4.0550
510180.OF,180ETF,2007-09-07,11.7240
510880.OF,红利ETF,2007-09-07,4.7400
159901.OF,深100ETF,2007-09-14,5.5710
159902.OF,中小100,2007-09-14,2.7400
160706.OF,嘉实300,2007-09-14,1.3390
161607.OF,融通巨潮,2007-09-14,1.7920
510050.OF,50ETF,2007-09-14,4.0890
510180.OF,180ETF,2007-09-14,11.9200
510880.OF,红利ETF,2007-09-14,4.9500
159901.OF,深100ETF,2007-09-21,5.6260
159902.OF,中小100,2007-09-21,2.6600
160706.OF,嘉实300,2007-09-21,1.3560
161607.OF,融通巨潮,2007-09-21,1.7990
510050.OF,50ETF,2007-09-21,4.1100
510180.OF,180ETF,2007-09-21,12.0850
510880.OF,红利ETF,2007-09-21,4.8780
159901.OF,深100ETF,2007-09-28,5.7780
159902.OF,中小100,2007-09-28,2.7990
160706.OF,嘉实300,2007-09-28,1.3840
161607.OF,融通巨潮,2007-09-28,1.8490
510050.OF,50ETF,2007-09-28,4.2030
510180.OF,180ETF,2007-09-28,12.3070
510880.OF,红利ETF,2007-09-28,4.8730
159902.OF,中小100,2007-10-05,2.7990
160706.OF,嘉实300,2007-10-05,1.3840
161607.OF,融通巨潮,2007-10-05,1.8490
510050.OF,50ETF,2007-10-05,4.2030
159901.OF,深100ETF,2007-10-12,5.8090
159902.OF,中小100,2007-10-12,2.8040
160706.OF,嘉实300,2007-10-12,1.4250
161607.OF,融通巨潮,2007-10-12,1.9280
510050.OF,50ETF,2007-10-12,4.4520
510180.OF,180ETF,2007-10-12,12.8370
510880.OF,红利ETF,2007-10-12,4.9600
159901.OF,深100ETF,2007-10-19,5.7030
159902.OF,中小100,2007-10-19,2.7900
160706.OF,嘉实300,2007-10-19,1.3950
161607.OF,融通巨潮,2007-10-19,1.8970
510050.OF,50ETF,2007-10-19,4.3470
510180.OF,180ETF,2007-10-19,12.5550
510880.OF,红利ETF,2007-10-19,4.9130
159901.OF,深100ETF,2007-10-26,5.5040
159902.OF,中小100,2007-10-26,2.5960
160706.OF,嘉实300,2007-10-26,1.3420
161607.OF,融通巨潮,2007-10-26,1.8680
510050.OF,50ETF,2007-10-26,4.2760
510180.OF,180ETF,2007-10-26,12.1590
510880.OF,红利ETF,2007-10-26,4.6680
159901.OF,深100ETF,2007-11-02,5.5030
159902.OF,中小100,2007-11-02,2.5280
160706.OF,嘉实300,2007-11-02,1.3590
161607.OF,融通巨潮,2007-11-02,1.8910
510050.OF,50ETF,2007-11-02,4.2980
510180.OF,180ETF,2007-11-02,12.3560
510880.OF,红利ETF,2007-11-02,4.8510
159901.OF,深100ETF,2007-11-09,5.1120
159902.OF,中小100,2007-11-09,2.4640
160706.OF,嘉实300,2007-11-09,1.2590
161607.OF,融通巨潮,2007-11-09,1.7420
510050.OF,50ETF,2007-11-09,3.9940
510180.OF,180ETF,2007-11-09,11.3110
510880.OF,红利ETF,2007-11-09,4.3100
159901.OF,深100ETF,2007-11-16,5.0170
159902.OF,中小100,2007-11-16,2.4690
160706.OF,嘉实300,2007-11-16,1.2510
161607.OF,融通巨潮,2007-11-16,1.7320
510050.OF,50ETF,2007-11-16,3.9790
510180.OF,180ETF,2007-11-16,11.2910
510880.OF,红利ETF,2007-11-16,4.3110
159901.OF,深100ETF,2007-11-23,4.8850
159902.OF,中小100,2007-11-23,2.5150
160706.OF,嘉实300,2007-11-23,1.2150
161607.OF,融通巨潮,2007-11-23,1.6690
510050.OF,50ETF,2007-11-23,3.8620
510180.OF,180ETF,2007-11-23,10.9120
510880.OF,红利ETF,2007-11-23,4.2560
159901.OF,深100ETF,2007-11-30,4.7210
159902.OF,中小100,2007-11-30,2.4380
160706.OF,嘉实300,2007-11-30,1.1880
161607.OF,融通巨潮,2007-11-30,1.6330
510050.OF,50ETF,2007-11-30,3.8130
510180.OF,180ETF,2007-11-30,10.6890
510880.OF,红利ETF,2007-11-30,4.0580
159901.OF,深100ETF,2007-12-07,5.0400
159902.OF,中小100,2007-12-07,2.5810
160706.OF,嘉实300,2007-12-07,1.2590
161607.OF,融通巨潮,2007-12-07,1.7340
510050.OF,50ETF,2007-12-07,4.0460
510180.OF,180ETF,2007-12-07,11.3650
510880.OF,红利ETF,2007-12-07,4.4180
159901.OF,深100ETF,2007-12-14,5.0020
159902.OF,中小100,2007-12-14,2.6940
160706.OF,嘉实300,2007-12-14,1.2430
161607.OF,融通巨潮,2007-12-14,1.6930
510050.OF,50ETF,2007-12-14,3.9520
510180.OF,180ETF,2007-12-14,11.1600
510880.OF,红利ETF,2007-12-14,4.3360
159901.OF,深100ETF,2007-12-21,5.1400
159902.OF,中小100,2007-12-21,2.7800
160706.OF,嘉实300,2007-12-21,1.2730
161607.OF,融通巨潮,2007-12-21,1.7220
510050.OF,50ETF,2007-12-21,4.0190
510180.OF,180ETF,2007-12-21,11.4060
510880.OF,红利ETF,2007-12-21,4.5110
159901.OF,深100ETF,2007-12-28,5.4120
159902.OF,中小100,2007-12-28,2.9760
160706.OF,嘉实300,2007-12-28,1.3270
161607.OF,融通巨潮,2007-12-28,1.7900
510050.OF,50ETF,2007-12-28,4.1570
510180.OF,180ETF,2007-12-28,11.8670
510880.OF,红利ETF,2007-12-28,4.6390
159901.OF,深100ETF,2008-01-04,5.5840
159902.OF,中小100,2008-01-04,3.0260
160706.OF,嘉实300,2008-01-04,1.3600
161607.OF,融通巨潮,2008-01-04,1.8180
510050.OF,50ETF,2008-01-04,4.2150
510180.OF,180ETF,2008-01-04,12.1170
510880.OF,红利ETF,2008-01-04,4.8100
159901.OF,深100ETF,2008-01-11,5.8330
159902.OF,中小100,2008-01-11,3.0510
160706.OF,嘉实300,2008-01-11,1.4110
161607.OF,融通巨潮,2008-01-11,1.8930
510050.OF,50ETF,2008-01-11,4.4090
510180.OF,180ETF,2008-01-11,12.6070
510880.OF,红利ETF,2008-01-11,4.9520
159901.OF,深100ETF,2008-01-18,5.6330
159902.OF,中小100,2008-01-18,3.0460
160706.OF,嘉实300,2008-01-18,1.3430
161607.OF,融通巨潮,2008-01-18,1.7900
510050.OF,50ETF,2008-01-18,4.1670
510180.OF,180ETF,2008-01-18,11.9340
510880.OF,红利ETF,2008-01-18,4.6610
159901.OF,深100ETF,2008-01-25,5.3800
159902.OF,中小100,2008-01-25,2.9510
160706.OF,嘉实300,2008-01-25,1.2650
161607.OF,融通巨潮,2008-01-25,1.6840
510050.OF,50ETF,2008-01-25,3.8890
510180.OF,180ETF,2008-01-25,11.1470
510880.OF,红利ETF,2008-01-25,4.3200
159901.OF,深100ETF,2008-02-01,4.8380
159902.OF,中小100,2008-02-01,2.6590
160706.OF,嘉实300,2008-02-01,1.1450
161607.OF,融通巨潮,2008-02-01,1.5320
510050.OF,50ETF,2008-02-01,3.5080
510180.OF,180ETF,2008-02-01,10.0010
510880.OF,红利ETF,2008-02-01,3.8980
159901.OF,深100ETF,2008-02-08,5.1980
159902.OF,中小100,2008-02-08,2.8410
160706.OF,嘉实300,2008-02-08,1.2270
161607.OF,融通巨潮,2008-02-08,1.6400
510050.OF,50ETF,2008-02-08,3.7680
510180.OF,180ETF,2008-02-08,10.7650
510880.OF,红利ETF,2008-02-08,4.2270
159901.OF,深100ETF,2008-02-15,5.1200
159902.OF,中小100,2008-02-15,2.8710
160706.OF,嘉实300,2008-02-15,1.2010
161607.OF,融通巨潮,2008-02-15,1.6010
510050.OF,50ETF,2008-02-15,3.6610
510180.OF,180ETF,2008-02-15,10.5080
510880.OF,红利ETF,2008-02-15,4.1760
159901.OF,深100ETF,2008-02-22,5.0780
159902.OF,中小100,2008-02-22,2.9530
160706.OF,嘉实300,2008-02-22,1.1740
161607.OF,融通巨潮,2008-02-22,1.5420
510050.OF,50ETF,2008-02-22,3.4960
510180.OF,180ETF,2008-02-22,10.1820
510880.OF,红利ETF,2008-02-22,4.1470
159901.OF,深100ETF,2008-02-29,4.9890
159902.OF,中小100,2008-02-29,2.9040
160706.OF,嘉实300,2008-02-29,1.1680
161607.OF,融通巨潮,2008-02-29,1.5360
510050.OF,50ETF,2008-02-29,3.5000
510180.OF,180ETF,2008-02-29,10.1940
510880.OF,红利ETF,2008-02-29,4.0930
159901.OF,深100ETF,2008-03-07,4.9550
159902.OF,中小100,2008-03-07,2.9360
160706.OF,嘉实300,2008-03-07,1.1550
161607.OF,融通巨潮,2008-03-07,1.5100
510050.OF,50ETF,2008-03-07,3.4270
510180.OF,180ETF,2008-03-07,10.0660
510880.OF,红利ETF,2008-03-07,3.9350
159901.OF,深100ETF,2008-03-14,4.4070
159902.OF,中小100,2008-03-14,2.6640
160706.OF,嘉实300,2008-03-14,1.0450
161607.OF,融通巨潮,2008-03-14,1.3620
510050.OF,50ETF,2008-03-14,3.1180
510180.OF,180ETF,2008-03-14,9.1080
510880.OF,红利ETF,2008-03-14,3.5140
159901.OF,深100ETF,2008-03-21,4.3060
159902.OF,中小100,2008-03-21,2.5270
160706.OF,嘉实300,2008-03-21,1.0170
161607.OF,融通巨潮,2008-03-21,1.3340
510050.OF,50ETF,2008-03-21,3.0580
510180.OF,180ETF,2008-03-21,8.8790
510880.OF,红利ETF,2008-03-21,3.4850
159901.OF,深100ETF,2008-03-28,4.2520
159902.OF,中小100,2008-03-28,2.4630
160706.OF,嘉实300,2008-03-28,0.9900
161607.OF,融通巨潮,2008-03-28,1.2990
510050.OF,50ETF,2008-03-28,2.9450
510180.OF,180ETF,2008-03-28,8.5710
510880.OF,红利ETF,2008-03-28,3.2800
159901.OF,深100ETF,2008-04-04,3.8650
159902.OF,中小100,2008-04-04,2.2040
160706.OF,嘉实300,2008-04-04,0.9250
161607.OF,融通巨潮,2008-04-04,1.2550
510050.OF,50ETF,2008-04-04,2.8590
510180.OF,180ETF,2008-04-04,8.0740
510880.OF,红利ETF,2008-04-04,2.9740
159901.OF,深100ETF,2008-04-11,4.0900
159902.OF,中小100,2008-04-11,2.3300
160706.OF,嘉实300,2008-04-11,0.9570
161607.OF,融通巨潮,2008-04-11,1.2790
510050.OF,50ETF,2008-04-11,2.8880
510180.OF,180ETF,2008-04-11,8.2910
510880.OF,红利ETF,2008-04-11,3.1010
159901.OF,深100ETF,2008-04-18,3.4990
159902.OF,中小100,2008-04-18,2.0780
160706.OF,嘉实300,2008-04-18,0.8340
161607.OF,融通巨潮,2008-04-18,1.1230
510050.OF,50ETF,2008-04-18,2.5330
510180.OF,180ETF,2008-04-18,7.2530
510880.OF,红利ETF,2008-04-18,2.6180
159901.OF,深100ETF,2008-04-25,4.0280
159902.OF,中小100,2008-04-25,2.2580
160706.OF,嘉实300,2008-04-25,0.9630
161607.OF,融通巨潮,2008-04-25,1.2100
510050.OF,50ETF,2008-04-25,2.9710
510180.OF,180ETF,2008-04-25,8.4110
510880.OF,红利ETF,2008-04-25,3.1310
159901.OF,深100ETF,2008-05-02,4.1620
159902.OF,中小100,2008-05-02,2.3410
160706.OF,嘉实300,2008-05-02,1.0000
161607.OF,融通巨潮,2008-05-02,1.2580
510050.OF,50ETF,2008-05-02,3.0960
510180.OF,180ETF,2008-05-02,8.7780
510880.OF,红利ETF,2008-05-02,3.3060
159901.OF,深100ETF,2008-05-09,4.0820
159902.OF,中小100,2008-05-09,2.4080
160706.OF,嘉实300,2008-05-09,0.9810
161607.OF,融通巨潮,2008-05-09,1.2080
510050.OF,50ETF,2008-05-09,2.9670
510180.OF,180ETF,2008-05-09,8.5860
510880.OF,红利ETF,2008-05-09,3.2810
159901.OF,深100ETF,2008-05-16,4.1600
159902.OF,中小100,2008-05-16,2.4420
160706.OF,嘉实300,2008-05-16,0.9950
161607.OF,融通巨潮,2008-05-16,1.2200
510050.OF,50ETF,2008-05-16,2.9970
510180.OF,180ETF,2008-05-16,8.6870
510880.OF,红利ETF,2008-05-16,3.3530
159901.OF,深100ETF,2008-05-23,3.8470
159902.OF,中小100,2008-05-23,2.3130
160706.OF,嘉实300,2008-05-23,0.9330
161607.OF,融通巨潮,2008-05-23,1.1410
510050.OF,50ETF,2008-05-23,2.8460
510180.OF,180ETF,2008-05-23,8.1870
510880.OF,红利ETF,2008-05-23,3.1530
159901.OF,深100ETF,2008-05-30,3.7840
159902.OF,中小100,2008-05-30,2.2780
160706.OF,嘉实300,2008-05-30,0.9180
161607.OF,融通巨潮,2008-05-30,1.1300
510050.OF,50ETF,2008-05-30,2.8080
510180.OF,180ETF,2008-05-30,8.0570
510880.OF,红利ETF,2008-05-30,3.0980
159901.OF,深100ETF,2008-06-06,3.6620
159902.OF,中小100,2008-06-06,2.2150
160706.OF,嘉实300,2008-06-06,0.8890
161607.OF,融通巨潮,2008-06-06,1.0960
510050.OF,50ETF,2008-06-06,2.7100
510180.OF,180ETF,2008-06-06,7.7900
510880.OF,红利ETF,2008-06-06,3.0030
159901.OF,深100ETF,2008-06-13,3.1110
159902.OF,中小100,2008-06-13,1.8910
160706.OF,嘉实300,2008-06-13,0.7660
161607.OF,融通巨潮,2008-06-13,0.9470
510050.OF,50ETF,2008-06-13,2.3670
510180.OF,180ETF,2008-06-13,6.7090
510880.OF,红利ETF,2008-06-13,2.5720
159901.OF,深100ETF,2008-06-20,2.9270
159902.OF,中小100,2008-06-20,1.7790
160706.OF,嘉实300,2008-06-20,0.7350
161607.OF,融通巨潮,2008-06-20,0.9260
510050.OF,50ETF,2008-06-20,2.3240
510180.OF,180ETF,2008-06-20,6.4790
510880.OF,红利ETF,2008-06-20,2.4540
159901.OF,深100ETF,2008-06-27,2.9350
159902.OF,中小100,2008-06-27,1.8010
160706.OF,嘉实300,2008-06-27,0.7280
161607.OF,融通巨潮,2008-06-27,0.9080
510050.OF,50ETF,2008-06-27,2.2630
510180.OF,180ETF,2008-06-27,6.3790
510880.OF,红利ETF,2008-06-27,2.3240
159901.OF,深100ETF,2008-07-04,2.9400
159902.OF,中小100,2008-07-04,1.8590
160706.OF,嘉实300,2008-07-04,0.7110
161607.OF,融通巨潮,2008-07-04,0.8740
510050.OF,50ETF,2008-07-04,2.1480
510180.OF,180ETF,2008-07-04,6.2270
510880.OF,红利ETF,2008-07-04,2.2740
159901.OF,深100ETF,2008-07-11,3.1500
159902.OF,中小100,2008-07-11,1.9790
160706.OF,嘉实300,2008-07-11,0.7630
161607.OF,融通巨潮,2008-07-11,0.9380
510050.OF,50ETF,2008-07-11,2.3210
510180.OF,180ETF,2008-07-11,6.6810
510880.OF,红利ETF,2008-07-11,2.4500
159901.OF,深100ETF,2008-07-18,2.9960
159902.OF,中小100,2008-07-18,1.9180
160706.OF,嘉实300,2008-07-18,0.7300
161607.OF,融通巨潮,2008-07-18,0.9050
510050.OF,50ETF,2008-07-18,2.2330
510180.OF,180ETF,2008-07-18,6.4120
510880.OF,红利ETF,2008-07-18,2.3620
159901.OF,深100ETF,2008-07-25,3.1040
159902.OF,中小100,2008-07-25,2.0020
160706.OF,嘉实300,2008-07-25,0.7610
161607.OF,融通巨潮,2008-07-25,0.9430
510050.OF,50ETF,2008-07-25,2.3360
510180.OF,180ETF,2008-07-25,6.6910
510880.OF,红利ETF,2008-07-25,2.4520
159901.OF,深100ETF,2008-08-01,2.9980
159902.OF,中小100,2008-08-01,1.9540
160706.OF,嘉实300,2008-08-01,0.7370
161607.OF,融通巨潮,2008-08-01,0.9170
510050.OF,50ETF,2008-08-01,2.2790
510180.OF,180ETF,2008-08-01,6.4930
510880.OF,红利ETF,2008-08-01,2.3520
159901.OF,深100ETF,2008-08-08,2.6880
159902.OF,中小100,2008-08-08,1.7730
160706.OF,嘉实300,2008-08-08,0.6760
161607.OF,融通巨潮,2008-08-08,0.8540
510050.OF,50ETF,2008-08-08,2.1270
510180.OF,180ETF,2008-08-08,5.9770
510880.OF,红利ETF,2008-08-08,2.1090
159901.OF,深100ETF,2008-08-15,2.5350
159902.OF,中小100,2008-08-15,1.7160
160706.OF,嘉实300,2008-08-15,0.6410
161607.OF,融通巨潮,2008-08-15,0.8150
510050.OF,50ETF,2008-08-15,2.0340
510180.OF,180ETF,2008-08-15,5.6470
510880.OF,红利ETF,2008-08-15,2.0420
159901.OF,深100ETF,2008-08-22,2.4740
159902.OF,中小100,2008-08-22,1.6620
160706.OF,嘉实300,2008-08-22,0.6300
161607.OF,融通巨潮,2008-08-22,0.8030
510050.OF,50ETF,2008-08-22,2.0180
510180.OF,180ETF,2008-08-22,5.5530
510880.OF,红利ETF,2008-08-22,1.9420
159901.OF,深100ETF,2008-08-29,2.4270
159902.OF,中小100,2008-08-29,1.5910
160706.OF,嘉实300,2008-08-29,0.6270
161607.OF,融通巨潮,2008-08-29,0.8090
510050.OF,50ETF,2008-08-29,2.0410
510180.OF,180ETF,2008-08-29,5.5450
510880.OF,红利ETF,2008-08-29,1.9210
159901.OF,深100ETF,2008-09-05,2.2140
159902.OF,中小100,2008-09-05,1.4180
160706.OF,嘉实300,2008-09-05,0.5750
161607.OF,融通巨潮,2008-09-05,0.7430
510050.OF,50ETF,2008-09-05,1.8630
510180.OF,180ETF,2008-09-05,5.0990
510880.OF,红利ETF,2008-09-05,1.8200
159901.OF,深100ETF,2008-09-12,2.1030
159902.OF,中小100,2008-09-12,1.3770
160706.OF,嘉实300,2008-09-12,0.5490
161607.OF,融通巨潮,2008-09-12,0.7120
510050.OF,50ETF,2008-09-12,1.7760
510180.OF,180ETF,2008-09-12,4.8710
510880.OF,红利ETF,2008-09-12,1.7600
159901.OF,深100ETF,2008-09-19,2.1750
159902.OF,中小100,2008-09-19,1.3960
160706.OF,嘉实300,2008-09-19,0.5390
161607.OF,融通巨潮,2008-09-19,0.6890
510050.OF,50ETF,2008-09-19,1.7230
510180.OF,180ETF,2008-09-19,4.8120
510880.OF,红利ETF,2008-09-19,1.8050
159901.OF,深100ETF,2008-09-26,2.2870
159902.OF,中小100,2008-09-26,1.4140
160706.OF,嘉实300,2008-09-26,0.5770
161607.OF,融通巨潮,2008-09-26,0.7470
510050.OF,50ETF,2008-09-26,1.8700
510180.OF,180ETF,2008-09-26,5.2280
510880.OF,红利ETF,2008-09-26,1.9370
159901.OF,深100ETF,2008-10-10,1.9590
159902.OF,中小100,2008-10-10,1.2230
160706.OF,嘉实300,2008-10-10,0.4920
161607.OF,融通巨潮,2008-10-10,0.6330
510050.OF,50ETF,2008-10-10,1.5850
510180.OF,180ETF,2008-10-10,4.4660
510880.OF,红利ETF,2008-10-10,1.6620
159901.OF,深100ETF,2008-10-17,1.8870
159902.OF,中小100,2008-10-17,1.1150
160706.OF,嘉实300,2008-10-17,0.4730
161607.OF,融通巨潮,2008-10-17,0.6130
510050.OF,50ETF,2008-10-17,1.5390
510180.OF,180ETF,2008-10-17,4.2970
510880.OF,红利ETF,2008-10-17,1.5760
159901.OF,深100ETF,2008-10-24,1.8670
159902.OF,中小100,2008-10-24,1.1480
160706.OF,嘉实300,2008-10-24,0.4590
161607.OF,融通巨潮,2008-10-24,0.5870
510050.OF,50ETF,2008-10-24,1.4690
510180.OF,180ETF,2008-10-24,4.1540
510880.OF,红利ETF,2008-10-24,1.5180
159901.OF,深100ETF,2008-10-31,1.7400
159902.OF,中小100,2008-10-31,1.1050
160706.OF,嘉实300,2008-10-31,0.4290
161607.OF,融通巨潮,2008-10-31,0.5530
510050.OF,50ETF,2008-10-31,1.3880
510180.OF,180ETF,2008-10-31,3.8970
510880.OF,红利ETF,2008-10-31,1.3840
159901.OF,深100ETF,2008-11-07,1.7210
159902.OF,中小100,2008-11-07,1.0910
160706.OF,嘉实300,2008-11-07,0.4330
161607.OF,融通巨潮,2008-11-07,0.5630
510050.OF,50ETF,2008-11-07,1.4220
510180.OF,180ETF,2008-11-07,3.9530
510880.OF,红利ETF,2008-11-07,1.4020
159901.OF,深100ETF,2008-11-14,2.0180
159902.OF,中小100,2008-11-14,1.2460
160706.OF,嘉实300,2008-11-14,0.5010
161607.OF,融通巨潮,2008-11-14,0.6460
510050.OF,50ETF,2008-11-14,1.6040
510180.OF,180ETF,2008-11-14,4.5200
510880.OF,红利ETF,2008-11-14,1.6170
159901.OF,深100ETF,2008-11-21,2.0490
159902.OF,中小100,2008-11-21,1.2410
160706.OF,嘉实300,2008-11-21,0.4960
161607.OF,融通巨潮,2008-11-21,0.6350
510050.OF,50ETF,2008-11-21,1.4990
510180.OF,180ETF,2008-11-21,4.4430
510880.OF,红利ETF,2008-11-21,1.5960
159901.OF,深100ETF,2008-11-28,2.0110
159902.OF,中小100,2008-11-28,1.2940
160706.OF,嘉实300,2008-11-28,0.4730
161607.OF,融通巨潮,2008-11-28,0.6080
510050.OF,50ETF,2008-11-28,1.4110
510180.OF,180ETF,2008-11-28,4.2080
510880.OF,红利ETF,2008-11-28,1.5500
159901.OF,深100ETF,2008-12-05,2.2200
159902.OF,中小100,2008-12-05,1.4310
160706.OF,嘉实300,2008-12-05,0.5190
161607.OF,融通巨潮,2008-12-05,0.6610
510050.OF,50ETF,2008-12-05,1.5330
510180.OF,180ETF,2008-12-05,4.6100
510880.OF,红利ETF,2008-12-05,1.6950
159901.OF,深100ETF,2008-12-12,2.1520
159902.OF,中小100,2008-12-12,1.3870
160706.OF,嘉实300,2008-12-12,0.5060
161607.OF,融通巨潮,2008-12-12,0.6410
510050.OF,50ETF,2008-12-12,1.4970
510180.OF,180ETF,2008-12-12,4.5010
510880.OF,红利ETF,2008-12-12,1.6160
159901.OF,深100ETF,2008-12-19,2.2710
159902.OF,中小100,2008-12-19,1.4980
160706.OF,嘉实300,2008-12-19,0.5290
161607.OF,融通巨潮,2008-12-19,0.6680
510050.OF,50ETF,2008-12-19,1.5510
510180.OF,180ETF,2008-12-19,4.6910
510880.OF,红利ETF,2008-12-19,1.6830
159901.OF,深100ETF,2008-12-26,2.0390
159902.OF,中小100,2008-12-26,1.4170
160706.OF,嘉实300,2008-12-26,0.4820
161607.OF,融通巨潮,2008-12-26,0.6080
510050.OF,50ETF,2008-12-26,1.4200
510180.OF,180ETF,2008-12-26,4.2890
510880.OF,红利ETF,2008-12-26,1.5220
159901.OF,深100ETF,2009-01-02,1.9790
159902.OF,中小100,2009-01-02,1.4100
160706.OF,嘉实300,2009-01-02,0.4730
161607.OF,融通巨潮,2009-01-02,0.5970
510050.OF,50ETF,2009-01-02,1.3900
510180.OF,180ETF,2009-01-02,4.2060
510880.OF,红利ETF,2009-01-02,1.4710
159901.OF,深100ETF,2009-01-09,2.0720
159902.OF,中小100,2009-01-09,1.4670
160706.OF,嘉实300,2009-01-09,0.4970
161607.OF,融通巨潮,2009-01-09,0.6240
510050.OF,50ETF,2009-01-09,1.4510
510180.OF,180ETF,2009-01-09,4.4370
510880.OF,红利ETF,2009-01-09,1.5740
159901.OF,深100ETF,2009-01-16,2.1390
159902.OF,中小100,2009-01-16,1.4930
160706.OF,嘉实300,2009-01-16,0.5150
161607.OF,融通巨潮,2009-01-16,0.6470
510050.OF,50ETF,2009-01-16,1.5060
510180.OF,180ETF,2009-01-16,4.6120
510880.OF,红利ETF,2009-01-16,1.6320
159901.OF,深100ETF,2009-01-23,2.1790
159902.OF,中小100,2009-01-23,1.4880
160706.OF,嘉实300,2009-01-23,0.5250
161607.OF,融通巨潮,2009-01-23,0.6610
510050.OF,50ETF,2009-01-23,1.5400
510180.OF,180ETF,2009-01-23,4.7080
510880.OF,红利ETF,2009-01-23,1.6600
159901.OF,深100ETF,2009-02-06,2.3980
159902.OF,中小100,2009-02-06,1.6060
160706.OF,嘉实300,2009-02-06,0.5760
161607.OF,融通巨潮,2009-02-06,0.7230
510050.OF,50ETF,2009-02-06,1.6870
510180.OF,180ETF,2009-02-06,5.1480
510880.OF,红利ETF,2009-02-06,1.8380
159901.OF,深100ETF,2009-02-13,2.6710
159902.OF,中小100,2009-02-13,1.7670
160706.OF,嘉实300,2009-02-13,0.6160
161607.OF,融通巨潮,2009-02-13,0.7640
510050.OF,50ETF,2009-02-13,1.7540
510180.OF,180ETF,2009-02-13,5.4430
510880.OF,红利ETF,2009-02-13,1.9680
159901.OF,深100ETF,2009-02-20,2.6310
159902.OF,中小100,2009-02-20,1.7340
160706.OF,嘉实300,2009-02-20,0.6020
161607.OF,融通巨潮,2009-02-20,0.7400
510050.OF,50ETF,2009-02-20,1.6980
510180.OF,180ETF,2009-02-20,5.3160
510880.OF,红利ETF,2009-02-20,1.9550
159901.OF,深100ETF,2009-02-27,2.3570
159902.OF,中小100,2009-02-27,1.5520
160706.OF,嘉实300,2009-02-27,0.5520
161607.OF,融通巨潮,2009-02-27,0.6850
510050.OF,50ETF,2009-02-27,1.5970
510180.OF,180ETF,2009-02-27,4.8990
510880.OF,红利ETF,2009-02-27,1.7460
159901.OF,深100ETF,2009-03-06,2.5560
159902.OF,中小100,2009-03-06,1.6710
160706.OF,嘉实300,2009-03-06,0.5870
161607.OF,融通巨潮,2009-03-06,0.7270
510050.OF,50ETF,2009-03-06,1.6850
510180.OF,180ETF,2009-03-06,5.1940
510880.OF,红利ETF,2009-03-06,1.8740
159901.OF,深100ETF,2009-03-13,2.4460
159902.OF,中小100,2009-03-13,1.6150
160706.OF,嘉实300,2009-03-13,0.5670
161607.OF,融通巨潮,2009-03-13,0.7040
510050.OF,50ETF,2009-03-13,1.6340
510180.OF,180ETF,2009-03-13,5.0280
510880.OF,红利ETF,2009-03-13,1.7920
159901.OF,深100ETF,2009-03-20,2.6760
159902.OF,中小100,2009-03-20,1.7380
160706.OF,嘉实300,2009-03-20,0.6100
161607.OF,融通巨潮,2009-03-20,0.7510
510050.OF,50ETF,2009-03-20,1.7320
510180.OF,180ETF,2009-03-20,5.3840
510880.OF,红利ETF,2009-03-20,1.9420
159901.OF,深100ETF,2009-03-27,2.7750
159902.OF,中小100,2009-03-27,1.7960
160706.OF,嘉实300,2009-03-27,0.6400
161607.OF,融通巨潮,2009-03-27,0.7910
510050.OF,50ETF,2009-03-27,1.8310
510180.OF,180ETF,2009-03-27,5.6750
510880.OF,红利ETF,2009-03-27,2.0090
159901.OF,深100ETF,2009-04-03,2.8460
159902.OF,中小100,2009-04-03,1.8710
160615.OF,鹏华300,2009-04-03,1.0000
160706.OF,嘉实300,2009-04-03,0.6570
161607.OF,融通巨潮,2009-04-03,0.8160
510050.OF,50ETF,2009-04-03,1.8950
510180.OF,180ETF,2009-04-03,5.8420
510880.OF,红利ETF,2009-04-03,2.0380
159901.OF,深100ETF,2009-04-10,2.8830
159902.OF,中小100,2009-04-10,1.9140
160615.OF,鹏华300,2009-04-10,1.0010
160706.OF,嘉实300,2009-04-10,0.6630
161607.OF,融通巨潮,2009-04-10,0.8200
510050.OF,50ETF,2009-04-10,1.8960
510180.OF,180ETF,2009-04-10,5.8920
510880.OF,红利ETF,2009-04-10,2.0340
159901.OF,深100ETF,2009-04-17,2.9530
159902.OF,中小100,2009-04-17,1.9670
160615.OF,鹏华300,2009-04-17,1.0030
160706.OF,嘉实300,2009-04-17,0.6770
161607.OF,融通巨潮,2009-04-17,0.8350
510050.OF,50ETF,2009-04-17,1.9190
510180.OF,180ETF,2009-04-17,5.8460
510880.OF,红利ETF,2009-04-17,2.1200
159901.OF,深100ETF,2009-04-24,2.8560
159902.OF,中小100,2009-04-24,1.9540
160615.OF,鹏华300,2009-04-24,1.0020
160706.OF,嘉实300,2009-04-24,0.6580
161607.OF,融通巨潮,2009-04-24,0.8120
